Chemical Ingredient Name,API Number,OilAndGasGroup,Month,Production,Chemical Ingredient Mass (Thousand Pounds),Operator
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05658-0000,G,7,11.333333,965.85004,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04860-0000,G,8,82.5,1527.3201,Devon Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05780-0000,G,1,19.166666,1816.4309,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06638-0000,G,12,32,1542.9491,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06390-0000,G,8,8.166667,1205.0524,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05498-0000,G,1,14.166667,951.15125,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05695-0000,G,12,11,1799.8485,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05400-0000,G,1,1994.6666,3.7624493,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05120-0000,G,6,14.5,600.6828,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06270-0000,G,9,10,967.73346,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05698-0000,G,6,733.16669,815.1665,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05025-0000,G,10,51.666668,306.2543,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05881-0000,G,1,41.5,1843.1764,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05748-0000,G,11,200,1140.6068,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06273-0000,G,2,212.83333,951.5321,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06256-0000,G,9,1652.5,2103.8904,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06790-0000,G,4,60.666668,772.22797,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05468-0000,G,10,30,717.60706,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06332-0000,G,8,197.16667,3785.8892,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06283-0000,G,8,4.8333335,1147.1704,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06283-0000,G,8,38.833332,1147.1704,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06274-0000,G,3,1,924.41052,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06388-0000,G,6,299.66666,1405.0782,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05814-0000,G,8,1216.8334,3.7669652,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05085-0000,G,9,60.166668,2231.5505,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06900-0000,G,8,272.66666,2334.0122,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05609-0000,G,3,158.83333,1243.5306,Devon Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06424-0000,G,8,5476.5,1079.9834,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06254-0000,G,1,230.33333,2157.3413,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05226-0000,G,8,124.83334,856.60791,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05495-0000,G,8,2732.3333,1218.9901,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06394-0000,G,8,780.66669,1399.8422,"SHD Oil and Gas, LLC"
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06719-0000,G,12,1845.3334,2057.5168,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05702-0000,G,1,172.83333,1695.8976,Devon Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06276-0000,G,2,8.833333,1017.6462,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06843-0000,G,2,42,2008.5461,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05363-0000,G,2,166.5,0,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05132-0000,G,2,1971.6666,635.77991,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04806-0000,G,10,21.833334,1139.5071,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05781-0000,G,2,1851.5,1737.3248,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05621-0000,G,1,49.333332,3.7669659,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06235-0000,G,8,5847.6665,2074.2073,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05422-0000,G,8,46,1745.2351,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07141-0000,G,8,223.83333,2024.7441,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05102-0000,G,2,1085.3334,751.36108,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-03850-0000,G,8,163.83333,2562.667,Enerplus Corporation
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05468-0000,G,2,12,717.60706,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06372-0000,G,7,1442.3334,3964.8689,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06844-0000,G,3,4315.5,1856.3606,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05361-0000,G,6,17,1921.1526,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05433-0000,G,6,53,142.39131,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05096-0000,G,11,796.83331,1212.9628,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05095-0000,G,11,36.166668,1284.912,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05796-0000,G,2,2.5,6917.9727,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06319-0000,G,2,933.83331,2408.9749,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04650-0000,G,1,21.666666,641.86237,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06560-0000,G,2,2426.6667,1370.0454,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04035-0000,G,1,2276.3333,1226.1472,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06844-0000,G,3,70.166664,1856.3606,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07141-0000,G,8,6.8333335,2024.7441,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05779-0000,G,3,1712.3334,1836.3961,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06841-0000,G,12,2.7533333,1321.0748,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06845-0000,G,1,1279.4232,1864.2715,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07714-0000,G,1,24.181499,33.320793,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06050-0000,G,1,12.6705,1373.4358,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05504-0000,G,2,14.511,41.68816,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06845-0000,G,1,179.11934,1864.2715,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05227-0000,G,10,7.9133334,878.45642,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05633-0000,G,3,783.17169,1214.1423,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05361-0000,G,10,18.9305,1921.1526,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05957-0000,G,5,84.408836,1504.903,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06268-0000,G,10,34.2225,942.11804,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07118-0000,G,12,1.8553333,89.465469,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05738-0000,G,1,57.7435,1099.7335,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05520-0000,G,10,3507.3186,44.777332,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06607-0000,G,1,18.404499,1545.2094,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06692-0000,G,11,27.612667,1867.4139,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07418-0000,G,2,1756.4481,728.69049,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06370-0000,G,8,1304.0913,3365.407,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06751-0000,G,11,725.57684,1099.7271,Enerplus Corporation
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07144-0000,G,10,514.34552,3588.7883,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05685-0000,G,6,8.8833332,5.2737513,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06559-0000,G,4,24.109667,1370.66,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06561-0000,G,9,1037.3544,1233.3058,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05670-0000,G,1,486.40765,1069.8115,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05166-0000,G,1,10.4385,770.34448,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05293-0000,G,12,192.37399,1253.2697,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06853-0000,G,4,30.512501,1655.2047,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06328-0000,G,2,218.83633,3693.2197,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06061-0000,G,10,38.514,845.92645,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05259-0000,G,11,336.45917,785.03558,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07075-0000,G,7,162.95583,1922.3312,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06073-0000,G,9,60.584332,1942.7534,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06607-0000,G,4,83.853996,1545.2094,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04651-0000,G,4,30.207333,613.26196,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05017-0000,G,1,395.96832,811.18396,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06753-0000,G,4,344.71167,1352.3407,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05120-0000,G,1,10.666667,600.6828,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05699-0000,G,10,386.00983,976.32489,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05050-0000,G,3,159.78183,930.16913,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06303-0000,G,10,234.16051,1399.0513,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07215-0000,G,7,223.35333,2291.9265,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06234-0000,G,9,79.364334,2455.6848,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06678-0000,G,9,2839.3813,4862.1807,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05091-0000,G,6,188.48767,3.0135725,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05498-0000,G,3,7.3080001,951.15125,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05691-0000,G,3,9.8929996,825.19727,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05691-0000,G,3,495.44385,825.19727,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05091-0000,G,6,598.4762,3.0135725,Hess
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05114-0000,G,3,548.44482,1129.3363,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06422-0000,G,4,109.0845,959.82294,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05656-0000,G,3,11.774333,1031.5156,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-03493-0000,G,4,6.1331668,1410.7068,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07504-0000,G,7,1071.0233,46.333679,ExxonMobil
"Poly(oxy-1,2-ethanediyl), a-tridecyl-w-hydroxy-, branched",33-053-07318-0000,G,11,69.979668,12982.828,Abraxas Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06299-0000,G,6,9.2893333,1069.0675,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05152-0000,G,6,445.09082,944.37457,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05292-0000,G,9,95.1035,1275.8712,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06334-0000,G,10,1026.6497,1030.0016,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04650-0000,G,11,85.838997,641.86237,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06076-0000,G,5,8.5366669,1806.6296,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07712-0000,G,9,16.4725,34.4184,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05827-0000,G,5,47.942165,2179.9429,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06789-0000,G,9,288.06033,1774.9943,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04927-0000,G,6,2.0013332,1.8816516,Enerplus Corporation
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06299-0000,G,6,366.72299,1069.0675,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05796-0000,G,6,272.52649,6917.9727,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05430-0000,G,11,31.726999,1517.3699,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07856-0000,G,3,1229.746,31.6045,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05244-0000,G,5,23.129833,1302.9933,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06278-0000,G,3,343.26834,965.84485,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05525-0000,G,10,1060.1479,2386.8293,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06373-0000,G,7,920.06415,3334.2822,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06389-0000,G,7,1.5206667,1404.7766,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05083-0000,G,11,167.13533,3711.6843,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05227-0000,G,5,75.008331,878.45642,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06826-0000,G,3,7.5846667,51.898632,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06293-0000,G,11,8.7271671,2370.552,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06154-0000,G,7,285.965,1130.083,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06440-0000,G,7,216.33484,2053.9209,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05188-0000,G,2,461.25116,1121.031,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05811-0000,G,9,252.20967,1135.7402,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05080-0000,G,4,129.6145,3927.439,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04974-0000,G,10,263.00317,1325.3633,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04897-0000,G,4,446.07101,1363.223,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05212-0000,G,11,2410.9136,2208.678,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06503-0000,G,11,239.27916,959.85284,Hess
"Poly(oxy-1,2-ethanediyl), a-tridecyl-w-hydroxy-, branched",33-053-04585-0000,G,11,819.69501,288.49774,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06330-0000,G,9,160.24033,2172.438,Grayson Mill Energy
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05191-0000,G,3,586.71869,1147.9427,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05133-0000,G,3,26.773834,659.71844,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07419-0000,G,4,8.5546665,948.14526,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05780-0000,G,3,494.19016,1816.4309,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05734-0000,G,9,710.45764,1035.0043,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05235-0000,G,6,894.26398,1251.0144,Petro-Hunt LLC
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07454-0000,G,9,53.1535,2129.1699,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05115-0000,G,9,189.90199,1135.3634,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05250-0000,G,3,125.50567,2542.2866,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06423-0000,G,4,260.26285,984.30811,ConocoPhillips
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06248-0000,G,3,360.87933,3588.7883,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05737-0000,G,5,100.49267,1234.6565,Whiting Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05750-0000,G,5,27.168167,1528.7986,ExxonMobil
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-04927-0000,G,6,78.581169,1.8816516,Enerplus Corporation
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06134-0000,G,2,74.493668,25.584654,Continental Resources
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-07454-0000,G,9,114.22567,2129.1699,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06294-0000,G,7,3515,2144.9104,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-06294-0000,G,7,47,2144.9104,Oasis Petroleum
"Poly(oxy-1,2-ethanediyl), alpha-(4-nonylphenyl)-omega-hydroxy-, branched",33-053-05093-0000,G,6,304.66666,1.5067862,Hess
